Company,Industry,Tier,Division,Fit,Territory,City,State,Country,Contacts,Tier1 Reason
INDEPENDENT NUTRITION CENTERS,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Eugene,Oregon,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
"INTENSIVE NUTRITION, INC.",Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,San Leandro,California,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
"INVETEK, INC.",Veterinary Pharma,Tier 1,Natoli Scientific,Formulation,West Coast,Tustin,California,United States,1,Veterinary pharmaceutical manufacturer with animal health tablet production.
LAUDEN PHARMACY,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Capitola,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
MAPP BIOPHARMACEUTICAL,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,San Diego,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
N to 1,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Oakland,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"NANO PRECISION MEDICAL, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Emeryville,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
NEXPHARMA,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,London,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
NUTRITION GREENLIFE,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Anaheim,California,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Perelel,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Santa Monica,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Pharma Alliance Group,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Santa Clarita,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
PHARMTAK INC,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,San Jose,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
PHYTO ANIMAL HEALTH,Veterinary Pharma,Tier 1,Natoli Scientific,Formulation,West Coast,San Diego,California,United States,1,Veterinary pharmaceutical manufacturer with animal health tablet production.
Priority One Nutritional Supplements Inc,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Ferndale,Washington,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Reviva Pharmaceuticals,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Cupertino,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Rose City Nutritionals,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Vancouver,Washington,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
"Sparrow Pharmaceuticals, Inc.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Portland,Oregon,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
TEMPEST THERAPEUTICS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Brisbane,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
THE GARMON CORP,Veterinary Pharma,Tier 1,Natoli Scientific,Formulation,West Coast,Temecula,California,United States,1,Veterinary pharmaceutical manufacturer with animal health tablet production.
TWEED INC,Cannabis,Tier 1,Natoli Scientific,Formulation,West Coast,Seattle,Washington,United States,1,Cannabis product manufacturer with tablet or capsule production.
VET CBD,Veterinary Pharma,Tier 1,Natoli Scientific,Formulation,West Coast,Chula Vista,California,United States,1,Veterinary pharmaceutical manufacturer with animal health tablet production.
VISICELL MEDICAL INC,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,San Diego,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
EW PACKAGING,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Gardena,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Koko's Confectionery & Novelty,Confectionery,Tier 1,Natoli Engineering,Tooling,West Coast,Ely,Nevada,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
"Lotus Clinical Research, LLC",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Phoenix,Arizona,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
NATURE'S HARVEST INTERNATIONAL,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Phoenix,Arizona,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
NATURE'S STANCE,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Kent,Washington,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
NLP Clinical,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Lake Forest,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"Package All, a TricorBraun Company",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Riverside,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"PRIME PACKAGING, LLC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Glendale,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Walkers Chocolates Ltd,Confectionery,Tier 1,Natoli Engineering,Tooling,West Coast,San Francisco,California,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
University of Toronto,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Carlsbad,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
UNIVERSITY OF CALIFORNIA SAN DIEGO,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,San Diego,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
METAGENICS MANUFACTURING,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Reno,Nevada,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
"OEP INNOVATIONS, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,San Diego,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
OTSUKA AMERICA PHARMACEUTICAL,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,San Francisco,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Intel Corporation,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Santa Clara,California,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
21ST CENTURY HEALTHCARE INC.,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Gilbert,Arizona,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
VYTALOGY WELLNESS,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Los Angeles,California,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
ALTOSLABS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,San Francisco,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
The Salvation Army USA Western Territory,Confectionery,Tier 1,Natoli Engineering,Tooling,West Coast,Rancho Palos Verdes,California,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
"HYLAND'S CONSUMER HEALTH, INC",Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Los Angeles,California,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Ernest,Confectionery,Tier 1,Natoli Engineering,Tooling,West Coast,Los Angeles,California,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
ULTRAGENYX PHARMACEUTICAL,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,South San Francisco,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"RIGEL PHARMACEUTICALS, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Novato,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
PLEXUS WORLDWIDE,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Scottsdale,Arizona,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
MERICAL INC,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Anaheim,California,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
ARDELYX INC.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,San Jose,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"ALUMIS, INC.",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,South San Francisco,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
RoviSys,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Los Angeles,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
AMPHASTAR PHARMACEUTICALS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Chino,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
SRI INTERNATIONAL,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Sunnyvale,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Stemilt Growers,Confectionery,Tier 1,Natoli Engineering,Tooling,West Coast,Wenatchee,Washington,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
CP Kelco,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Atlanta,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"Xencor (California, US)",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"Xencor (San Diego, CA)",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,,California,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
CAPTEK Softgel International,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Cerritos,California,United States,0,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Romeo Power (Nikola),Battery & Energy,Tier 1,Natoli Engineering,Tooling,West Coast,Vernon,California,United States,0,Battery electrode manufacturer with cathode/anode compaction for cell production.
Sakuu Corporation,Battery & Energy,Tier 1,Natoli Engineering,Tooling,West Coast,Burlingame,California,United States,0,Battery electrode manufacturer with cathode/anode compaction for cell production.
Adonis Manufacturing,Cosmetics,Tier 1,Natoli Engineering,Tooling,West Coast,Corona,California,United States,0,Cosmetics producer with pressed powder compact production lines.
Columbia Cosmetics,Cosmetics,Tier 1,Natoli Engineering,Tooling,West Coast,San Francisco,California,United States,0,Cosmetics producer with pressed powder compact production lines.
Kairos Power,Nuclear & Energy,Tier 1,Natoli Engineering,Tooling,West Coast,Alameda,California,United States,0,Nuclear fuel fabrication with precision pellet pressing for fuel rod assembly.
TerraPower,Nuclear & Energy,Tier 1,Natoli Engineering,Tooling,West Coast,Bellevue,Washington,United States,0,Nuclear fuel fabrication with precision pellet pressing for fuel rod assembly.
NuScale Power,Nuclear & Energy,Tier 1,Natoli Engineering,Tooling,West Coast,Portland,Oregon,United States,0,Nuclear fuel fabrication with precision pellet pressing for fuel rod assembly.
Wildcat Discovery Technologies,Battery & Energy,Tier 1,Natoli Engineering,Tooling,West Coast,San Diego,California,United States,0,Battery electrode manufacturer with cathode/anode compaction for cell production.
Redwood Materials,Battery & Energy,Tier 1,Natoli Engineering,Tooling,West Coast,McCarran,Nevada,United States,0,Battery electrode manufacturer with cathode/anode compaction for cell production.
Advanced Ceramic Technology (ACT),Advanced Ceramics,Tier 1,Natoli Engineering,Tooling,West Coast,Orange,California,United States,0,Advanced ceramics producer with powder compaction for technical ceramic parts.
ORTECH Advanced Ceramics,Advanced Ceramics,Tier 1,Natoli Engineering,Tooling,West Coast,Sacramento,California,United States,0,Advanced ceramics producer with powder compaction for technical ceramic parts.
PSM Industries (Powder Spring Products),Powder Metallurgy,Tier 1,Natoli Engineering,Tooling,West Coast,Santa Fe Springs,California,United States,0,PM parts producer with metal powder compaction for precision components.
Pharmavite LLC (Nature Made),Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Northridge,California,United States,0,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
CORE SUPPLEMENT TECHNOLOGY,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Oceanside,California,United States,0,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
RANDAL OPTIMAL NUTRIENTS LLC,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Santa Rosa,California,United States,0,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
"SUPREME FORMULATIONS, LLC",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Oxnard,California,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
CASCADIAN THERAPEUTICS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Seattle,Washington,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
DR PHARM USA,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,West Coast,Corona,California,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
On Point Acupuncture and Wellness,Nutraceutical,Tier 1,Natoli Scientific,Formulation,West Coast,San Diego,California,United States,0,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Oklo,Nuclear Fuel,Tier 1,Natoli Engineering,Tooling,West Coast,,CA,United States,0,EMERGING: Liquid metal-cooled fast reactor (15 MWe). Targeting 2027 deployment. Sam Altman chairman.
Radiant Industries,Nuclear Fuel,Tier 1,Natoli Engineering,Tooling,West Coast,,CA,United States,0,EMERGING: Microreactor developer receiving HALEU from DOE. Part of Reactor Pilot Program.
