Company,Industry,Tier,Division,Fit,Territory,City,State,Country,Contacts,Tier1 Reason
MANKIND PHARMA LTD,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
Noven Pharmaceuticals,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
NutraINNO USA Inc.,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
OSD Pharmaceutical Solutions LLC,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
PHARMA 4U Inc.,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
Pharma Focus Asia,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
"Pii (Pharmaceutics International, Inc.). A Jabil Compay",Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
Prinston Pharmaceutical Inc.,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
Sandoz �sterreich,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
scPharmaceuticals,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
"Shin-Etsu Pharma, Nutra, Food",Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
Sigachi Pharma,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
Sopharma,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
Sudeep Nutrition Pvt. Ltd.,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Towa Pharmaceutical Spain,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
University of Mississippi School of Pharmacy,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
University of Nicosia,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
VERO Biotech,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
WB Blends - Supplement Contract Manufacturer,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Wesley Pharmaceuticals,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
Windlas Biotech Limited,Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
"Xeris Pharmaceuticals, Inc.",Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
"Zhejiang Langhua Pharmaceutical Co., Ltd.",Pharma,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,1,Verified manufacturing operation with tablet/compaction equipment needs.
Novartis (6 New US Plants),Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,0,EMERGING: $23B investment for 6 new US manufacturing plants announced 2024-2025.
Douglas CDMO,CDMO,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,0,EMERGING: 2024 investment in GEA multiprocessor for modified-release OSD. Clinical production focus.
AKTA Nutraceuticals,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Other US,,,United States,0,"EMERGING: New product line launch December 2024 - immunity, energy, relaxation supplements."
Pure Lithium,Battery Manufacturing,Tier 1,Natoli Engineering,Tooling,Other US,,,United States,0,EMERGING: Lithium metal battery electrodes (cobalt-free). Produces battery-ready electrodes in 1 day.
