Company,Industry,Tier,Division,Fit,Territory,City,State,Country,Contacts,Tier1 Reason
ALTERNATIVE HEALTH SOLUTIONS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Cleveland,Ohio,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
APERTUS PHARMACEUTICALS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Ballwin,Missouri,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ARC ABRASIVES,Abrasives,Tier 1,Natoli Engineering,Tooling,Midwest,Troy,Ohio,United States,1,Abrasives manufacturer with grinding wheel and segment pressing.
BioPharmGuy,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,West Lafayette,Indiana,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
BiopharmIQ by Amp,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Chicago,Illinois,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
CBD LION,Cannabis,Tier 1,Natoli Scientific,Formulation,Midwest,Mundelein,Illinois,United States,1,Cannabis product manufacturer with tablet or capsule production.
"CHEMPLEX INDUSTRIES, INC",Cannabis,Tier 1,Natoli Scientific,Formulation,Midwest,Urbana,Illinois,United States,1,Cannabis product manufacturer with tablet or capsule production.
Dr. John's Healthy Sweets,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Comstock Park,Michigan,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ESSENTIAL PHARMACY COMPOUNDING,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Omaha,Nebraska,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
GATEWAY PHARMACEUTICAL LLC,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,St. Louis,Missouri,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
GLOBEPHARM CONSULTING,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Northbrook,Illinois,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"IMPROVED PHARMA, LLC",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,West Lafayette,Indiana,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
INNOVA Supply Chain Solutions,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Indianapolis,Indiana,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
"Legacy Pharmaceutical Packaging, LLC",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Earth City,Missouri,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
MitWellness,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Blue Springs,Missouri,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
NATIVE AMERICAN PHARMACY/WELL BUILT MACHINERY/ONSTAR DIGITAL INC,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Highland Township,Michigan,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"Nature's Grace and Wellness, LLC",Cannabis,Tier 1,Natoli Scientific,Formulation,Midwest,Vermont,Illinois,United States,1,Cannabis product manufacturer with tablet or capsule production.
Novum Pharma,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Chicago,Illinois,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
NUTRANEEDS LLC,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Bemidji,Minnesota,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
PATRIN,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Skokie,Illinois,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Perigon Health 360,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Plymouth,Michigan,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Pharm-Aloe,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Argyle,Wisconsin,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Pincanna,Cannabis,Tier 1,Natoli Scientific,Formulation,Midwest,Pinconning,Michigan,United States,1,Cannabis product manufacturer with tablet or capsule production.
PRECKSHOT PHARMACY,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Peoria,Illinois,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"QPHARMA, LLC",Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Hartland,Wisconsin,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
RESPA PHARMACEUTICALS INC,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Addison,Illinois,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ROCKFORD CARBIDE,Powder Metallurgy,Tier 1,Natoli Engineering,Tooling,Midwest,Rockford,Illinois,United States,1,PM parts producer with metal powder compaction for precision components.
RX ARTISANS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Wayzata,Minnesota,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
St. Louis Pipe & Supply,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Chesterfield,Missouri,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
STANDARD WELLNESS,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Cleveland,Ohio,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
UMKC SCHOOL OF PHARMACY,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Kansas City,Missouri,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Spangler Candy,Confectionery,Tier 1,Natoli Engineering,Tooling,Midwest,Bryan,Ohio,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
AMERICAN CONTAINERS,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,South Bend,Indiana,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
AMF Electrical Contractors Inc.,CDMO,Tier 1,Natoli Scientific,Formulation,Midwest,St. Louis,Missouri,United States,1,Contract development and manufacturing organization serving pharma clients with tablet production.
CANDY DYNAMICS,Confectionery,Tier 1,Natoli Engineering,Tooling,Midwest,Carmel,Indiana,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
Omega Equipment & Supply,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Columbus,Ohio,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
"Taylors Candy, Inc.",Confectionery,Tier 1,Natoli Engineering,Tooling,Midwest,Chicago,Illinois,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
Stant,Battery Manufacturing,Tier 1,Natoli Engineering,Tooling,Midwest,Connersville,Indiana,United States,1,Battery electrode manufacturer with cathode/anode compaction for cell production.
U.S. Department of Health and Human Services (HHS),Confectionery,Tier 1,Natoli Engineering,Tooling,Midwest,Cincinnati,Ohio,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
Lewis and Clark Community College,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Godfrey,Illinois,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Gallagher,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Kansas City,Missouri,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"J. J. Keller & Associates, Inc.",Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Neenah,Wisconsin,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Carus,Catalyst Manufacturing,Tier 1,Natoli Engineering,Tooling,Midwest,Gurnee,Illinois,United States,1,Catalyst manufacturer pressing pellets for chemical processing applications.
UNIV. OF LOUISVILLE MEDICAL CENTER 3,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Georgetown,Indiana,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
1ST PHORM,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,St. Louis,Missouri,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
ENERGIZER BATTERY,Battery Manufacturing,Tier 1,Natoli Engineering,Tooling,Midwest,Lakewood,Ohio,United States,1,Battery electrode manufacturer with cathode/anode compaction for cell production.
Buildingstars,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,St. Louis,Missouri,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Club Fitness,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,St. Louis,Missouri,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Bio-Techne,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Minneapolis,Minnesota,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
State of Missouri,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Jefferson City,Missouri,United States,1,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Marcus Theatres,Confectionery,Tier 1,Natoli Engineering,Tooling,Midwest,Milwaukee,Wisconsin,United States,1,Candy/mint manufacturer with high-volume tablet pressing operations.
NuCara Pharmacy,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Conrad,Iowa,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
EMERSON-ROSEMOUNT,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,St. Louis,Missouri,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
TENNECO INC.,Catalyst Manufacturing,Tier 1,Natoli Engineering,Tooling,Midwest,Columbus,Ohio,United States,1,Catalyst manufacturer pressing pellets for chemical processing applications.
EaglePicher Technologies,Battery Manufacturing,Tier 1,Natoli Engineering,Tooling,Midwest,Joplin,Missouri,United States,1,Battery electrode manufacturer with cathode/anode compaction for cell production.
AMB Logistic,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Troy,Michigan,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
"NorthStar Medical Radioisotopes, LLC",Nuclear Fuel,Tier 1,Natoli Engineering,Tooling,Midwest,Beloit,Wisconsin,United States,1,Nuclear fuel fabrication with precision pellet pressing for fuel rod assembly.
Skjodt-Barrett Foods,CDMO,Tier 1,Natoli Scientific,Formulation,Midwest,Carmel,Indiana,United States,1,Contract development and manufacturing organization serving pharma clients with tablet production.
Within3,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,,Ohio,United States,1,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Samsung SDI America,Battery & Energy,Tier 1,Natoli Engineering,Tooling,Midwest,Novi,Michigan,United States,0,Battery electrode manufacturer with cathode/anode compaction for cell production.
LG Energy Solution Michigan,Battery & Energy,Tier 1,Natoli Engineering,Tooling,Midwest,Holland,Michigan,United States,0,Battery electrode manufacturer with cathode/anode compaction for cell production.
Energizer Holdings Inc.,Battery & Energy,Tier 1,Natoli Engineering,Tooling,Midwest,St. Louis,Missouri,United States,0,Battery electrode manufacturer with cathode/anode compaction for cell production.
American Ordnance LLC,Defense & Energetics,Tier 1,Natoli Engineering,Tooling,Midwest,Middletown,Iowa,United States,0,Defense/energetics manufacturer with propellant or explosive pressing operations.
Centrus Energy Corp.,Nuclear & Energy,Tier 1,Natoli Engineering,Tooling,Midwest,Bethesda,Maryland,United States,0,Nuclear fuel fabrication with precision pellet pressing for fuel rod assembly.
Gotion Inc.,Battery & Energy,Tier 1,Natoli Engineering,Tooling,Midwest,Fremont,California,United States,0,Battery electrode manufacturer with cathode/anode compaction for cell production.
A123 Systems LLC,Battery & Energy,Tier 1,Natoli Engineering,Tooling,Midwest,Livonia,Michigan,United States,0,Battery electrode manufacturer with cathode/anode compaction for cell production.
Piezo Technologies,Advanced Ceramics,Tier 1,Natoli Engineering,Tooling,Midwest,Indianapolis,Indiana,United States,0,Advanced ceramics producer with powder compaction for technical ceramic parts.
Astro Met Inc.,Advanced Ceramics,Tier 1,Natoli Engineering,Tooling,Midwest,Cincinnati,Ohio,United States,0,Advanced ceramics producer with powder compaction for technical ceramic parts.
NetShape Technologies,Powder Metallurgy,Tier 1,Natoli Engineering,Tooling,Midwest,Natrona Heights,Pennsylvania,United States,0,PM parts producer with metal powder compaction for precision components.
FMS Corporation,Powder Metallurgy,Tier 1,Natoli Engineering,Tooling,Midwest,Mentor,Ohio,United States,0,PM parts producer with metal powder compaction for precision components.
"AM Technical Solutions, Inc",Powder Metallurgy,Tier 1,Natoli Engineering,Tooling,Midwest,Johnstown,Pennsylvania,United States,0,PM parts producer with metal powder compaction for precision components.
Swanson Health Products,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Fargo,North Dakota,United States,0,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
NOW Health Group (NOW Foods),Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Bloomingdale,Illinois,United States,0,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Hikma Pharmaceuticals USA Inc.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Columbus,Ohio,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Absolute Pharmacy Inc.,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,North Canton,Ohio,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
BROWN MACHINERY,Nutraceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Wichita,Kansas,United States,0,Nutraceutical/supplement manufacturer with verified tablet and capsule production needs.
Juvapharma,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Swisher,Iowa,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
ROCKFORM CARBIDE,Powder Metallurgy,Tier 1,Natoli Engineering,Tooling,Midwest,Rockford,Illinois,United States,0,PM parts producer with metal powder compaction for precision components.
TITAN PHARMACEUTICAL MACHINERY,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Shelby,Michigan,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Van's Delivery Pharmacy,Pharmaceutical,Tier 1,Natoli Scientific,Formulation,Midwest,Saint Louis,Missouri,United States,0,"Major pharmaceutical manufacturer with tablet compression operations. Natoli eliminates sticking, picking, and capping issues during high-volume production."
Brach's Confections,Confectionery,Tier 1,Natoli Engineering,Tooling,Midwest,Chicago,Illinois,United States,0,Candy/mint manufacturer with high-volume tablet pressing operations.
Spree (Ferrara Candy),Confectionery,Tier 1,Natoli Engineering,Tooling,Midwest,Chicago,Illinois,United States,0,Candy/mint manufacturer with high-volume tablet pressing operations.
Lemonhead (Ferrara Candy),Confectionery,Tier 1,Natoli Engineering,Tooling,Midwest,Chicago,Illinois,United States,0,Candy/mint manufacturer with high-volume tablet pressing operations.
Primrose Candy Company,Confectionery,Tier 1,Natoli Engineering,Tooling,Midwest,Chicago,Illinois,United States,0,Candy/mint manufacturer with high-volume tablet pressing operations.
Ampacet,Specialty Chemicals,Tier 2,Natoli Engineering,Tooling,Midwest,,OH,United States,0,TIER 2: Masterbatch manufacturer - possible pellet compaction operations. Needs equipment verification.
HarbisonWalker International,Refractories,Tier 2,Natoli Engineering,Tooling,Midwest,,PA,United States,0,TIER 2: Refractory manufacturer - possible compaction for specialty refractory shapes.
Centrus Energy,Nuclear Fuel,Tier 1,Natoli Engineering,Tooling,Midwest,,OH,United States,0,"EMERGING: Only licensed domestic HALEU supplier. 900 kg delivered to DOE June 2025. Piketon, OH facility."
